t,state,state_idx
18670,"[3510,4095]",6
18671,"[3510,4095]",6
18672,"[3510,4095]",6
18673,"[3510,4095]",6
18674,"[3510,4095]",6
18675,"[3510,4095]",6
18676,"[3510,4095]",6
18677,"[3510,4095]",6
18678,"[3510,4095]",6
18679,"[3510,4095]",6
18680,"[3510,4095]",6
18681,"[3510,4095]",6
18682,"[3510,4095]",6
18683,"[3510,4095]",6
18684,"[3510,4095]",6
18685,"[3510,4095]",6
18686,"[3510,4095]",6
18687,"[3510,4095]",6
18688,"[3510,4095]",6
18689,"[3510,4095]",6
18690,"[3510,4095]",6
18691,"[3510,4095]",6
18692,"[3510,4095]",6
18693,"[3510,4095]",6
18694,"[3510,4095]",6
18695,"[3510,4095]",6
18696,"[3510,4095]",6
18697,"[3510,4095]",6
18698,"[3510,4095]",6
18699,"[3510,4095]",6
18700,"[3510,4095]",6
18701,"[3510,4095]",6
18702,"[3510,4095]",6
18703,"[3510,4095]",6
18704,"[3510,4095]",6
18705,"[3510,4095]",6
18706,"[3510,4095]",6
18707,"[3510,4095]",6
18708,"[3510,4095]",6
18709,"[3510,4095]",6
18710,"[3510,4095]",6
18711,"[3510,4095]",6
18712,"[3510,4095]",6
18713,"[3510,4095]",6
18714,"[3510,4095]",6
18715,"[3510,4095]",6
18716,"[585,1170)",1
18717,"[585,1170)",1
18718,"[1755,2340)",3
18719,"[1170,1755)",2
18720,"[1170,1755)",2
18721,"[3510,4095]",6
18722,"[3510,4095]",6
18723,"[3510,4095]",6
18724,"[3510,4095]",6
18725,"[3510,4095]",6
18726,"[3510,4095]",6
18727,"[3510,4095]",6
18728,"[3510,4095]",6
18729,"[3510,4095]",6
18730,"[3510,4095]",6
18731,"[3510,4095]",6
18732,"[3510,4095]",6
18733,"[3510,4095]",6
18734,"[3510,4095]",6
18735,"[3510,4095]",6
18736,"[3510,4095]",6
18737,"[3510,4095]",6
18738,"[0,585)",0
18739,"[0,585)",0
18740,"[0,585)",0
18741,"[0,585)",0
18742,"[0,585)",0
18743,"[0,585)",0
18744,"[0,585)",0
18745,"[0,585)",0
18746,"[0,585)",0
18747,"[0,585)",0
18748,"[0,585)",0
18749,"[3510,4095]",6
18750,"[3510,4095]",6
18751,"[3510,4095]",6
18752,"[3510,4095]",6
18753,"[3510,4095]",6
18754,"[3510,4095]",6
18755,"[3510,4095]",6
18756,"[3510,4095]",6
18757,"[3510,4095]",6
18758,"[3510,4095]",6
18759,"[3510,4095]",6
18760,"[3510,4095]",6
18761,"[3510,4095]",6
18762,"[0,585)",0
18763,"[0,585)",0
18764,"[0,585)",0
18765,"[0,585)",0
18766,"[0,585)",0
18767,"[0,585)",0
18768,"[0,585)",0
18769,"[0,585)",0
18770,"[0,585)",0
18771,"[0,585)",0
18772,"[0,585)",0
18773,"[0,585)",0
18774,"[3510,4095]",6
18775,"[3510,4095]",6
18776,"[3510,4095]",6
18777,"[3510,4095]",6
18778,"[3510,4095]",6
18779,"[3510,4095]",6
18780,"[3510,4095]",6
18781,"[3510,4095]",6
18782,"[3510,4095]",6
18783,"[3510,4095]",6
18784,"[3510,4095]",6
18785,"[3510,4095]",6
18786,"[585,1170)",1
18787,"[585,1170)",1
18788,"[585,1170)",1
18789,"[585,1170)",1
18790,"[1755,2340)",3
18791,"[3510,4095]",6
18792,"[3510,4095]",6
18793,"[3510,4095]",6
18794,"[3510,4095]",6
18795,"[3510,4095]",6
18796,"[3510,4095]",6
18797,"[3510,4095]",6
18798,"[3510,4095]",6
18799,"[3510,4095]",6
18800,"[3510,4095]",6
18801,"[3510,4095]",6
18802,"[3510,4095]",6
18803,"[3510,4095]",6
18804,"[3510,4095]",6
18805,"[3510,4095]",6
18806,"[585,1170)",1
18807,"[585,1170)",1
18808,"[585,1170)",1
18809,"[585,1170)",1
18810,"[585,1170)",1
18811,"[585,1170)",1
18812,"[585,1170)",1
18813,"[585,1170)",1
18814,"[585,1170)",1
18815,"[3510,4095]",6
18816,"[3510,4095]",6
18817,"[3510,4095]",6
18818,"[3510,4095]",6
18819,"[3510,4095]",6
18820,"[3510,4095]",6
18821,"[3510,4095]",6
18822,"[3510,4095]",6
18823,"[3510,4095]",6
18824,"[3510,4095]",6
18825,"[3510,4095]",6
18826,"[3510,4095]",6
18827,"[3510,4095]",6
18828,"[1755,2340)",3
18829,"[1170,1755)",2
18830,"[1170,1755)",2
18831,"[1170,1755)",2
18832,"[1170,1755)",2
18833,"[1170,1755)",2
18834,"[3510,4095]",6
18835,"[3510,4095]",6
18836,"[3510,4095]",6
18837,"[3510,4095]",6
18838,"[3510,4095]",6
18839,"[3510,4095]",6
18840,"[3510,4095]",6
18841,"[3510,4095]",6
18842,"[3510,4095]",6
18843,"[3510,4095]",6
18844,"[1170,1755)",2
18845,"[1170,1755)",2
18846,"[1170,1755)",2
18847,"[1170,1755)",2
18848,"[1170,1755)",2
18849,"[3510,4095]",6
18850,"[3510,4095]",6
18851,"[3510,4095]",6
18852,"[3510,4095]",6
18853,"[3510,4095]",6
18854,"[2340,2925)",4
18855,"[3510,4095]",6
18856,"[3510,4095]",6
18857,"[3510,4095]",6
18858,"[3510,4095]",6
18859,"[3510,4095]",6
18860,"[3510,4095]",6
18861,"[3510,4095]",6
18862,"[3510,4095]",6
18863,"[3510,4095]",6
18864,"[3510,4095]",6
18865,"[3510,4095]",6
18866,"[3510,4095]",6
18867,"[3510,4095]",6
18868,"[3510,4095]",6
18869,"[3510,4095]",6
18870,"[3510,4095]",6
18871,"[3510,4095]",6
18872,"[3510,4095]",6
18873,"[3510,4095]",6
18874,"[3510,4095]",6
18875,"[3510,4095]",6
18876,"[3510,4095]",6
18877,"[3510,4095]",6
18878,"[3510,4095]",6
18879,"[3510,4095]",6
18880,"[3510,4095]",6
18881,"[3510,4095]",6
18882,"[3510,4095]",6
18883,"[3510,4095]",6
18884,"[3510,4095]",6
18885,"[3510,4095]",6
18886,"[3510,4095]",6
18887,"[3510,4095]",6
18888,"[3510,4095]",6
18889,"[3510,4095]",6
18890,"[3510,4095]",6
18891,"[3510,4095]",6
18892,"[3510,4095]",6
18893,"[3510,4095]",6
18894,"[3510,4095]",6
18895,"[3510,4095]",6
18896,"[3510,4095]",6
18897,"[3510,4095]",6
18898,"[3510,4095]",6
18899,"[3510,4095]",6
18900,"[3510,4095]",6
18901,"[1170,1755)",2
18902,"[1170,1755)",2
18903,"[3510,4095]",6
18904,"[3510,4095]",6
18905,"[3510,4095]",6
18906,"[3510,4095]",6
18907,"[3510,4095]",6
18908,"[3510,4095]",6
18909,"[3510,4095]",6
18910,"[3510,4095]",6
18911,"[3510,4095]",6
18912,"[3510,4095]",6
18913,"[3510,4095]",6
18914,"[3510,4095]",6
18915,"[3510,4095]",6
18916,"[3510,4095]",6
18917,"[3510,4095]",6
18918,"[3510,4095]",6
18919,"[3510,4095]",6
18920,"[3510,4095]",6
18921,"[3510,4095]",6
18922,"[3510,4095]",6
18923,"[3510,4095]",6
18924,"[3510,4095]",6
18925,"[3510,4095]",6
18926,"[3510,4095]",6
18927,"[3510,4095]",6
18928,"[3510,4095]",6
18929,"[3510,4095]",6
18930,"[3510,4095]",6
18931,"[3510,4095]",6
18932,"[3510,4095]",6
18933,"[3510,4095]",6
18934,"[3510,4095]",6
18935,"[3510,4095]",6
18936,"[3510,4095]",6
18937,"[3510,4095]",6
18938,"[3510,4095]",6
18939,"[3510,4095]",6
18940,"[3510,4095]",6
18941,"[3510,4095]",6
18942,"[3510,4095]",6
18943,"[3510,4095]",6
18944,"[3510,4095]",6
18945,"[2340,2925)",4
18946,"[3510,4095]",6
18947,"[3510,4095]",6
18948,"[3510,4095]",6
18949,"[3510,4095]",6
18950,"[3510,4095]",6
18951,"[3510,4095]",6
18952,"[3510,4095]",6
18953,"[3510,4095]",6
18954,"[3510,4095]",6
18955,"[3510,4095]",6
18956,"[3510,4095]",6
18957,"[3510,4095]",6
18958,"[3510,4095]",6
18959,"[3510,4095]",6
18960,"[3510,4095]",6
18961,"[3510,4095]",6
18962,"[3510,4095]",6
18963,"[3510,4095]",6
18964,"[3510,4095]",6
18965,"[1170,1755)",2
18966,"[1170,1755)",2
18967,"[1170,1755)",2
18968,"[1170,1755)",2
18969,"[1170,1755)",2
18970,"[3510,4095]",6
18971,"[3510,4095]",6
18972,"[3510,4095]",6
18973,"[3510,4095]",6
18974,"[3510,4095]",6
18975,"[3510,4095]",6
18976,"[3510,4095]",6
18977,"[3510,4095]",6
18978,"[3510,4095]",6
18979,"[3510,4095]",6
18980,"[2340,2925)",4
18981,"[1170,1755)",2
18982,"[1170,1755)",2
18983,"[2925,3510)",5
18984,"[1170,1755)",2
18985,"[1170,1755)",2
18986,"[1170,1755)",2
18987,"[3510,4095]",6
18988,"[3510,4095]",6
18989,"[3510,4095]",6
18990,"[3510,4095]",6
18991,"[3510,4095]",6
18992,"[3510,4095]",6
18993,"[3510,4095]",6
18994,"[3510,4095]",6
18995,"[3510,4095]",6
18996,"[1170,1755)",2
18997,"[1170,1755)",2
18998,"[1170,1755)",2
18999,"[1170,1755)",2
19000,"[1755,2340)",3
19001,"[1755,2340)",3
19002,"[2340,2925)",4
19003,"[3510,4095]",6
19004,"[3510,4095]",6
19005,"[3510,4095]",6
19006,"[3510,4095]",6
19007,"[3510,4095]",6
19008,"[3510,4095]",6
19009,"[3510,4095]",6
19010,"[3510,4095]",6
19011,"[3510,4095]",6
19012,"[3510,4095]",6
19013,"[3510,4095]",6
19014,"[3510,4095]",6
19015,"[3510,4095]",6
19016,"[3510,4095]",6
19017,"[3510,4095]",6
19018,"[3510,4095]",6
19019,"[3510,4095]",6
19020,"[3510,4095]",6
19021,"[3510,4095]",6
19022,"[3510,4095]",6
19023,"[3510,4095]",6
19024,"[3510,4095]",6
19025,"[3510,4095]",6
19026,"[1755,2340)",3
19027,"[1755,2340)",3
19028,"[1170,1755)",2
19029,"[1170,1755)",2
19030,"[1170,1755)",2
19031,"[1170,1755)",2
19032,"[1170,1755)",2
19033,"[1170,1755)",2
19034,"[1170,1755)",2
19035,"[1170,1755)",2
19036,"[1170,1755)",2
19037,"[3510,4095]",6
19038,"[3510,4095]",6
19039,"[3510,4095]",6
19040,"[3510,4095]",6
19041,"[3510,4095]",6
19042,"[3510,4095]",6
19043,"[3510,4095]",6
19044,"[3510,4095]",6
19045,"[3510,4095]",6
19046,"[2340,2925)",4
19047,"[1755,2340)",3
19048,"[3510,4095]",6
19049,"[3510,4095]",6
19050,"[3510,4095]",6
19051,"[3510,4095]",6
19052,"[3510,4095]",6
19053,"[3510,4095]",6
19054,"[3510,4095]",6
19055,"[3510,4095]",6
19056,"[3510,4095]",6
19057,"[3510,4095]",6
19058,"[3510,4095]",6
19059,"[3510,4095]",6
19060,"[3510,4095]",6
19061,"[1170,1755)",2
19062,"[1170,1755)",2
19063,"[1170,1755)",2
19064,"[1170,1755)",2
19065,"[3510,4095]",6
19066,"[3510,4095]",6
19067,"[3510,4095]",6
19068,"[3510,4095]",6
19069,"[1170,1755)",2
19070,"[1170,1755)",2
19071,"[1170,1755)",2
19072,"[3510,4095]",6
19073,"[3510,4095]",6
19074,"[3510,4095]",6
19075,"[3510,4095]",6
19076,"[3510,4095]",6
19077,"[3510,4095]",6
19078,"[3510,4095]",6
19079,"[3510,4095]",6
19080,"[3510,4095]",6
19081,"[3510,4095]",6
19082,"[3510,4095]",6
19083,"[3510,4095]",6
19084,"[3510,4095]",6
19085,"[3510,4095]",6
19086,"[3510,4095]",6
19087,"[3510,4095]",6
19088,"[3510,4095]",6
19089,"[3510,4095]",6
19090,"[3510,4095]",6
19091,"[3510,4095]",6
19092,"[3510,4095]",6
19093,"[3510,4095]",6
19094,"[3510,4095]",6
19095,"[3510,4095]",6
19096,"[3510,4095]",6
19097,"[3510,4095]",6
19098,"[3510,4095]",6
19099,"[3510,4095]",6
19100,"[3510,4095]",6
19101,"[3510,4095]",6
19102,"[3510,4095]",6
19103,"[3510,4095]",6
19104,"[3510,4095]",6
19105,"[3510,4095]",6
19106,"[3510,4095]",6
19107,"[3510,4095]",6
19108,"[3510,4095]",6
19109,"[3510,4095]",6
19110,"[3510,4095]",6
19111,"[3510,4095]",6
19112,"[1170,1755)",2
19113,"[1170,1755)",2
19114,"[1170,1755)",2
19115,"[585,1170)",1
19116,"[585,1170)",1
19117,"[585,1170)",1
19118,"[3510,4095]",6
19119,"[3510,4095]",6
19120,"[3510,4095]",6
19121,"[3510,4095]",6
19122,"[3510,4095]",6
19123,"[3510,4095]",6
19124,"[3510,4095]",6
19125,"[3510,4095]",6
19126,"[3510,4095]",6
19127,"[3510,4095]",6
19128,"[3510,4095]",6
19129,"[3510,4095]",6
19130,"[3510,4095]",6
19131,"[3510,4095]",6
19132,"[3510,4095]",6
19133,"[3510,4095]",6
19134,"[3510,4095]",6
19135,"[3510,4095]",6
19136,"[3510,4095]",6
19137,"[3510,4095]",6
19138,"[3510,4095]",6
19139,"[3510,4095]",6
19140,"[3510,4095]",6
19141,"[3510,4095]",6
19142,"[3510,4095]",6
19143,"[3510,4095]",6
19144,"[1755,2340)",3
19145,"[1755,2340)",3
19146,"[2340,2925)",4
19147,"[3510,4095]",6
19148,"[3510,4095]",6
19149,"[3510,4095]",6
19150,"[3510,4095]",6
19151,"[3510,4095]",6
19152,"[3510,4095]",6
19153,"[3510,4095]",6
19154,"[3510,4095]",6
19155,"[3510,4095]",6
19156,"[3510,4095]",6
19157,"[3510,4095]",6
19158,"[3510,4095]",6
19159,"[3510,4095]",6
19160,"[3510,4095]",6
19161,"[3510,4095]",6
19162,"[3510,4095]",6
19163,"[3510,4095]",6
19164,"[3510,4095]",6
19165,"[3510,4095]",6
19166,"[3510,4095]",6
19167,"[3510,4095]",6
19168,"[1170,1755)",2
19169,"[1170,1755)",2
19170,"[3510,4095]",6
19171,"[3510,4095]",6
19172,"[3510,4095]",6
19173,"[3510,4095]",6
19174,"[3510,4095]",6
19175,"[3510,4095]",6
19176,"[3510,4095]",6
19177,"[3510,4095]",6
19178,"[3510,4095]",6
19179,"[3510,4095]",6
19180,"[3510,4095]",6
19181,"[3510,4095]",6
19182,"[3510,4095]",6
19183,"[3510,4095]",6
19184,"[3510,4095]",6
19185,"[3510,4095]",6
19186,"[1755,2340)",3
19187,"[3510,4095]",6
19188,"[3510,4095]",6
19189,"[3510,4095]",6
19190,"[1170,1755)",2
19191,"[1170,1755)",2
19192,"[1170,1755)",2
19193,"[1170,1755)",2
19194,"[1170,1755)",2
19195,"[1170,1755)",2
19196,"[1755,2340)",3
19197,"[1170,1755)",2
19198,"[1170,1755)",2
19199,"[1170,1755)",2
19200,"[1170,1755)",2
19201,"[1170,1755)",2
19202,"[1170,1755)",2
19203,"[3510,4095]",6
19204,"[3510,4095]",6
19205,"[585,1170)",1
19206,"[585,1170)",1
19207,"[585,1170)",1
19208,"[585,1170)",1
19209,"[585,1170)",1
19210,"[585,1170)",1
19211,"[1170,1755)",2
19212,"[1170,1755)",2
19213,"[1170,1755)",2
19214,"[1755,2340)",3
19215,"[3510,4095]",6
19216,"[3510,4095]",6
19217,"[3510,4095]",6
19218,"[3510,4095]",6
19219,"[3510,4095]",6
19220,"[3510,4095]",6
19221,"[3510,4095]",6
19222,"[3510,4095]",6
19223,"[3510,4095]",6
19224,"[3510,4095]",6
19225,"[3510,4095]",6
19226,"[3510,4095]",6
19227,"[3510,4095]",6
19228,"[3510,4095]",6
19229,"[3510,4095]",6
19230,"[3510,4095]",6
19231,"[3510,4095]",6
19232,"[3510,4095]",6
19233,"[3510,4095]",6
19234,"[3510,4095]",6
19235,"[3510,4095]",6
19236,"[3510,4095]",6
19237,"[3510,4095]",6
19238,"[3510,4095]",6
19239,"[3510,4095]",6
19240,"[3510,4095]",6
19241,"[3510,4095]",6
19242,"[3510,4095]",6
19243,"[0,585)",0
19244,"[0,585)",0
19245,"[0,585)",0
19246,"[0,585)",0
19247,"[0,585)",0
19248,"[0,585)",0
19249,"[0,585)",0
19250,"[0,585)",0
19251,"[0,585)",0
19252,"[0,585)",0
19253,"[0,585)",0
19254,"[0,585)",0
19255,"[0,585)",0
19256,"[0,585)",0
19257,"[0,585)",0
19258,"[0,585)",0
19259,"[0,585)",0
19260,"[0,585)",0
19261,"[0,585)",0
19262,"[0,585)",0
19263,"[0,585)",0
19264,"[0,585)",0
19265,"[0,585)",0
19266,"[0,585)",0
19267,"[0,585)",0
19268,"[0,585)",0
19269,"[0,585)",0
19270,"[0,585)",0
19271,"[0,585)",0
19272,"[0,585)",0
19273,"[0,585)",0
19274,"[0,585)",0
19275,"[0,585)",0
19276,"[0,585)",0
19277,"[0,585)",0
19278,"[0,585)",0
19279,"[0,585)",0
19280,"[0,585)",0
19281,"[0,585)",0
19282,"[0,585)",0
19283,"[0,585)",0
19284,"[0,585)",0
19285,"[0,585)",0
19286,"[0,585)",0
19287,"[0,585)",0
19288,"[0,585)",0
19289,"[0,585)",0
19290,"[3510,4095]",6
19291,"[3510,4095]",6
19292,"[3510,4095]",6
19293,"[3510,4095]",6
19294,"[3510,4095]",6
19295,"[3510,4095]",6
19296,"[3510,4095]",6
19297,"[3510,4095]",6
19298,"[3510,4095]",6
19299,"[3510,4095]",6
19300,"[3510,4095]",6
19301,"[3510,4095]",6
19302,"[3510,4095]",6
19303,"[3510,4095]",6
19304,"[3510,4095]",6
19305,"[3510,4095]",6
19306,"[3510,4095]",6
19307,"[3510,4095]",6
19308,"[3510,4095]",6
19309,"[3510,4095]",6
19310,"[3510,4095]",6
19311,"[3510,4095]",6
19312,"[3510,4095]",6
19313,"[3510,4095]",6
19314,"[3510,4095]",6
19315,"[3510,4095]",6
19316,"[3510,4095]",6
19317,"[3510,4095]",6
19318,"[3510,4095]",6
19319,"[3510,4095]",6
19320,"[3510,4095]",6
19321,"[1170,1755)",2
19322,"[3510,4095]",6
19323,"[3510,4095]",6
19324,"[3510,4095]",6
19325,"[3510,4095]",6
19326,"[3510,4095]",6
19327,"[3510,4095]",6
19328,"[3510,4095]",6
19329,"[3510,4095]",6
19330,"[3510,4095]",6
19331,"[3510,4095]",6
19332,"[3510,4095]",6
19333,"[3510,4095]",6
19334,"[3510,4095]",6
19335,"[3510,4095]",6
19336,"[3510,4095]",6
19337,"[3510,4095]",6
19338,"[3510,4095]",6
19339,"[3510,4095]",6
19340,"[3510,4095]",6
19341,"[3510,4095]",6
19342,"[585,1170)",1
19343,"[1755,2340)",3
19344,"[1170,1755)",2
19345,"[1170,1755)",2
19346,"[1170,1755)",2
19347,"[3510,4095]",6
19348,"[3510,4095]",6
19349,"[3510,4095]",6
19350,"[3510,4095]",6
19351,"[3510,4095]",6
19352,"[585,1170)",1
19353,"[585,1170)",1
19354,"[3510,4095]",6
19355,"[3510,4095]",6
19356,"[3510,4095]",6
19357,"[3510,4095]",6
19358,"[3510,4095]",6
19359,"[3510,4095]",6
19360,"[3510,4095]",6
19361,"[3510,4095]",6
19362,"[3510,4095]",6
19363,"[1170,1755)",2
19364,"[1170,1755)",2
19365,"[1170,1755)",2
19366,"[1170,1755)",2
19367,"[1755,2340)",3
19368,"[2340,2925)",4
19369,"[3510,4095]",6
19370,"[3510,4095]",6
19371,"[3510,4095]",6
19372,"[3510,4095]",6
19373,"[3510,4095]",6
19374,"[3510,4095]",6
19375,"[3510,4095]",6
19376,"[3510,4095]",6
19377,"[3510,4095]",6
19378,"[3510,4095]",6
19379,"[3510,4095]",6
19380,"[3510,4095]",6
19381,"[3510,4095]",6
19382,"[3510,4095]",6
19383,"[3510,4095]",6
19384,"[3510,4095]",6
19385,"[3510,4095]",6
19386,"[3510,4095]",6
19387,"[3510,4095]",6
19388,"[3510,4095]",6
19389,"[3510,4095]",6
19390,"[3510,4095]",6
19391,"[3510,4095]",6
19392,"[3510,4095]",6
19393,"[3510,4095]",6
19394,"[1170,1755)",2
19395,"[1170,1755)",2
19396,"[1170,1755)",2
19397,"[1170,1755)",2
19398,"[1755,2340)",3
19399,"[3510,4095]",6
19400,"[3510,4095]",6
19401,"[3510,4095]",6
19402,"[3510,4095]",6
19403,"[3510,4095]",6
19404,"[3510,4095]",6
19405,"[3510,4095]",6
19406,"[3510,4095]",6
19407,"[3510,4095]",6
19408,"[3510,4095]",6
19409,"[3510,4095]",6
19410,"[3510,4095]",6
19411,"[3510,4095]",6
19412,"[3510,4095]",6
19413,"[3510,4095]",6
19414,"[3510,4095]",6
19415,"[3510,4095]",6
19416,"[3510,4095]",6
19417,"[3510,4095]",6
19418,"[3510,4095]",6
19419,"[3510,4095]",6
19420,"[3510,4095]",6
19421,"[3510,4095]",6
19422,"[3510,4095]",6
19423,"[3510,4095]",6
19424,"[3510,4095]",6
19425,"[3510,4095]",6
19426,"[3510,4095]",6
19427,"[3510,4095]",6
19428,"[3510,4095]",6
19429,"[3510,4095]",6
19430,"[3510,4095]",6
19431,"[3510,4095]",6
19432,"[3510,4095]",6
19433,"[3510,4095]",6
19434,"[3510,4095]",6
19435,"[3510,4095]",6
19436,"[1170,1755)",2
19437,"[1170,1755)",2
19438,"[1170,1755)",2
19439,"[3510,4095]",6
19440,"[1755,2340)",3
19441,"[1170,1755)",2
19442,"[1170,1755)",2
19443,"[1170,1755)",2
19444,"[1170,1755)",2
19445,"[1170,1755)",2
19446,"[1170,1755)",2
19447,"[1170,1755)",2
19448,"[1170,1755)",2
19449,"[1170,1755)",2
19450,"[1170,1755)",2
19451,"[1170,1755)",2
19452,"[1170,1755)",2
19453,"[1170,1755)",2
19454,"[1170,1755)",2
19455,"[1170,1755)",2
19456,"[1170,1755)",2
19457,"[3510,4095]",6
19458,"[3510,4095]",6
19459,"[3510,4095]",6
19460,"[3510,4095]",6
19461,"[3510,4095]",6
19462,"[3510,4095]",6
19463,"[3510,4095]",6
19464,"[3510,4095]",6
19465,"[3510,4095]",6
19466,"[3510,4095]",6
19467,"[3510,4095]",6
19468,"[3510,4095]",6
19469,"[3510,4095]",6
19470,"[3510,4095]",6
19471,"[3510,4095]",6
19472,"[3510,4095]",6
19473,"[2925,3510)",5
19474,"[1755,2340)",3
19475,"[1755,2340)",3
19476,"[1755,2340)",3
19477,"[1170,1755)",2
19478,"[1170,1755)",2
19479,"[3510,4095]",6
19480,"[3510,4095]",6
19481,"[3510,4095]",6
19482,"[3510,4095]",6
19483,"[3510,4095]",6
19484,"[3510,4095]",6
19485,"[3510,4095]",6
19486,"[3510,4095]",6
19487,"[3510,4095]",6
19488,"[3510,4095]",6
19489,"[3510,4095]",6
19490,"[3510,4095]",6
19491,"[3510,4095]",6
19492,"[3510,4095]",6
19493,"[3510,4095]",6
19494,"[3510,4095]",6
19495,"[3510,4095]",6
19496,"[1170,1755)",2
19497,"[3510,4095]",6
19498,"[3510,4095]",6
19499,"[3510,4095]",6
19500,"[3510,4095]",6
19501,"[3510,4095]",6
19502,"[3510,4095]",6
19503,"[3510,4095]",6
19504,"[3510,4095]",6
19505,"[3510,4095]",6
19506,"[3510,4095]",6
19507,"[3510,4095]",6
19508,"[3510,4095]",6
19509,"[3510,4095]",6
19510,"[3510,4095]",6
19511,"[3510,4095]",6
19512,"[3510,4095]",6
19513,"[3510,4095]",6
19514,"[585,1170)",1
19515,"[3510,4095]",6
19516,"[3510,4095]",6
19517,"[3510,4095]",6
19518,"[3510,4095]",6
19519,"[3510,4095]",6
19520,"[3510,4095]",6
19521,"[3510,4095]",6
19522,"[3510,4095]",6
19523,"[3510,4095]",6
19524,"[3510,4095]",6
19525,"[3510,4095]",6
19526,"[3510,4095]",6
19527,"[3510,4095]",6
19528,"[3510,4095]",6
19529,"[3510,4095]",6
19530,"[3510,4095]",6
19531,"[3510,4095]",6
19532,"[3510,4095]",6
19533,"[3510,4095]",6
19534,"[3510,4095]",6
19535,"[3510,4095]",6
19536,"[3510,4095]",6
19537,"[3510,4095]",6
19538,"[3510,4095]",6
19539,"[3510,4095]",6
19540,"[3510,4095]",6
19541,"[3510,4095]",6
19542,"[3510,4095]",6
19543,"[3510,4095]",6
19544,"[3510,4095]",6
19545,"[3510,4095]",6
19546,"[3510,4095]",6
19547,"[1755,2340)",3
19548,"[3510,4095]",6
19549,"[3510,4095]",6
19550,"[3510,4095]",6
19551,"[3510,4095]",6
19552,"[3510,4095]",6
19553,"[3510,4095]",6
19554,"[3510,4095]",6
19555,"[3510,4095]",6
19556,"[3510,4095]",6
19557,"[3510,4095]",6
19558,"[3510,4095]",6
19559,"[3510,4095]",6
19560,"[3510,4095]",6
19561,"[3510,4095]",6
19562,"[3510,4095]",6
19563,"[3510,4095]",6
19564,"[3510,4095]",6
19565,"[3510,4095]",6
19566,"[3510,4095]",6
19567,"[3510,4095]",6
19568,"[3510,4095]",6
19569,"[3510,4095]",6
19570,"[3510,4095]",6
19571,"[3510,4095]",6
19572,"[3510,4095]",6
19573,"[3510,4095]",6
19574,"[3510,4095]",6
19575,"[3510,4095]",6
19576,"[1170,1755)",2
19577,"[1170,1755)",2
19578,"[3510,4095]",6
19579,"[3510,4095]",6
19580,"[3510,4095]",6
19581,"[3510,4095]",6
19582,"[3510,4095]",6
19583,"[3510,4095]",6
19584,"[3510,4095]",6
19585,"[3510,4095]",6
19586,"[3510,4095]",6
19587,"[3510,4095]",6
19588,"[3510,4095]",6
19589,"[3510,4095]",6
19590,"[3510,4095]",6
19591,"[3510,4095]",6
19592,"[3510,4095]",6
19593,"[3510,4095]",6
19594,"[3510,4095]",6
19595,"[3510,4095]",6
19596,"[3510,4095]",6
19597,"[3510,4095]",6
19598,"[3510,4095]",6
19599,"[3510,4095]",6
19600,"[3510,4095]",6
19601,"[3510,4095]",6
19602,"[3510,4095]",6
19603,"[3510,4095]",6
19604,"[3510,4095]",6
19605,"[3510,4095]",6
19606,"[3510,4095]",6
19607,"[3510,4095]",6
19608,"[3510,4095]",6
19609,"[1170,1755)",2
19610,"[1170,1755)",2
19611,"[3510,4095]",6
19612,"[3510,4095]",6
19613,"[3510,4095]",6
19614,"[3510,4095]",6
19615,"[3510,4095]",6
19616,"[3510,4095]",6
19617,"[3510,4095]",6
19618,"[3510,4095]",6
19619,"[3510,4095]",6
19620,"[3510,4095]",6
19621,"[3510,4095]",6
19622,"[3510,4095]",6
19623,"[3510,4095]",6
19624,"[3510,4095]",6
19625,"[3510,4095]",6
19626,"[3510,4095]",6
19627,"[3510,4095]",6
19628,"[3510,4095]",6
19629,"[3510,4095]",6
19630,"[3510,4095]",6
19631,"[1170,1755)",2
19632,"[1170,1755)",2
19633,"[3510,4095]",6
19634,"[3510,4095]",6
19635,"[3510,4095]",6
19636,"[3510,4095]",6
19637,"[3510,4095]",6
19638,"[3510,4095]",6
19639,"[3510,4095]",6
19640,"[3510,4095]",6
19641,"[3510,4095]",6
19642,"[3510,4095]",6
19643,"[3510,4095]",6
19644,"[3510,4095]",6
19645,"[3510,4095]",6
19646,"[3510,4095]",6
19647,"[3510,4095]",6
19648,"[3510,4095]",6
19649,"[3510,4095]",6
19650,"[3510,4095]",6
19651,"[3510,4095]",6
19652,"[1170,1755)",2
19653,"[3510,4095]",6
19654,"[3510,4095]",6
19655,"[3510,4095]",6
19656,"[3510,4095]",6
19657,"[3510,4095]",6
19658,"[3510,4095]",6
19659,"[3510,4095]",6
19660,"[3510,4095]",6
19661,"[3510,4095]",6
19662,"[3510,4095]",6
19663,"[3510,4095]",6
19664,"[3510,4095]",6
19665,"[3510,4095]",6
19666,"[3510,4095]",6
19667,"[3510,4095]",6
19668,"[3510,4095]",6
19669,"[1755,2340)",3
19670,"[585,1170)",1
19671,"[585,1170)",1
19672,"[2340,2925)",4
19673,"[3510,4095]",6
19674,"[3510,4095]",6
19675,"[1170,1755)",2
19676,"[1170,1755)",2
19677,"[1170,1755)",2
19678,"[3510,4095]",6
19679,"[1170,1755)",2
19680,"[1755,2340)",3
